;dia;hora inici;hora final;resultat
39;2011-09-08;11:18:30.000;11:39:30.000;FALSO
40;2011-09-08;13:16:30.000;13:32:30.000;FALSO
41;2011-09-08;13:37:30.000;13:51:30.000;FALSO
42;2011-09-08;15:31:30.000;15:46:30.000;VERDADERO
43;2011-09-24;05:55:30.000;06:16:30.000;FALSO
44;2011-09-24;07:18:30.000;07:39:30.000;FALSO
45;2011-09-24;08:49:30.000;09:02:30.000;FALSO
46;2011-09-24;09:09:30.000;09:49:30.000;VERDADERO
47;2011-09-24;12:17:30.000;12:38:30.000;FALSO
48;2011-09-24;13:15:30.000;13:30:30.000;FALSO
49;2011-09-24;13:57:30.000;14:09:30.000;FALSO
50;2011-09-24;14:56:30.000;15:29:30.000;FALSO
51;2013-05-13;05:20:00.000;05:42:00.000;FALSO
52;2013-05-13;05:46:00.000;06:01:00.000;FALSO
53;2013-05-13;07:51:00.000;08:21:00.000;FALSO
54;2013-05-13;09:56:00.000;10:28:00.000;FALSO
55;2013-05-13;11:54:00.000;12:17:00.000;FALSO
56;2013-05-13;15:08:00.000;15:19:00.000;FALSO
57;2013-05-13;15:37:00.000;16:04:00.000;VERDADERO
58;2013-05-13;16:10:00.000;16:17:00.000;FALSO
59;2013-05-13;17:39:00.000;18:20:00.000;FALSO
60;2013-05-13;18:25:00.000;18:41:00.000;FALSO
61;2013-10-25;07:51:00.000;08:08:00.000;VERDADERO
62;2013-10-25;14:48:00.000;15:19:00.000;VERDADERO
63;2013-10-28;08:35:00.000;09:04:00.000;FALSO
64;2013-10-28;09:08:00.000;09:23:00.000;FALSO
65;2013-10-28;09:57:00.000;10:05:00.000;FALSO
66;2013-10-28;13:54:00.000;14:22:00.000;VERDADERO
67;2013-10-28;14:50:00.000;15:21:00.000;VERDADERO
68;2013-11-06;08:22:00.000;09:23:00.000;FALSO
69;2013-11-06;09:33:00.000;09:43:00.000;FALSO
70;2013-11-06;10:13:00.000;10:30:00.000;FALSO
71;2013-11-06;10:41:00.000;11:00:00.000;FALSO
72;2013-11-06;11:07:00.000;11:45:00.000;FALSO
73;2013-11-06;13:35:00.000;14:12:00.000;VERDADERO
74;2013-11-06;14:38:00.000;14:48:00.000;FALSO
75;2013-11-19;08:51:00.000;09:10:00.000;FALSO
76;2013-11-19;10:10:00.000;10:32:00.000;VERDADERO
77;2013-11-19;10:58:00.000;11:27:00.000;FALSO
78;2013-11-19;12:42:00.000;13:02:00.000;FALSO
79;2013-11-19;13:26:00.000;13:45:00.000;FALSO
80;2013-11-19;14:44:00.000;15:22:00.000;FALSO
81;2013-11-19;15:47:00.000;16:08:00.000;FALSO
82;2014-10-16;08:45:00.000;09:20:00.000;FALSO
83;2014-10-16;09:40:00.000;09:59:00.000;FALSO
84;2014-10-16;10:21:00.000;10:38:00.000;FALSO
85;2014-10-16;10:50:00.000;11:02:00.000;FALSO
86;2014-10-16;11:08:00.000;12:10:00.000;FALSO
87;2014-10-16;12:58:00.000;13:07:00.000;VERDADERO
88;2014-10-16;13:15:00.000;13:31:00.000;FALSO
89;2014-10-16;13:40:00.000;14:12:00.000;FALSO
90;2014-10-16;15:25:00.000;16:00:00.000;FALSO
91;2014-10-16;16:29:00.000;16:46:00.000;FALSO
92;2015-03-09;06:51:00.000;07:11:00.000;FALSO
93;2015-03-09;07:23:00.000;07:36:00.000;FALSO
94;2015-03-09;10:19:00.000;10:33:00.000;FALSO
95;2015-03-09;14:21:00.000;14:44:00.000;VERDADERO
96;2015-03-09;16:00:00.000;16:21:00.000;FALSO
97;2015-03-09;16:41:00.000;17:16:00.000;FALSO
98;2015-03-11;06:54:00.000;07:15:00.000;FALSO
99;2015-03-11;08:00:00.000;08:19:00.000;FALSO
100;2015-03-11;08:37:00.000;08:59:00.000;FALSO
101;2015-03-11;09:41:00.000;09:54:00.000;FALSO
102;2015-03-11;10:19:00.000;10:43:00.000;FALSO
103;2015-03-11;11:03:00.000;11:27:00.000;FALSO
104;2015-03-11;12:54:00.000;13:23:00.000;FALSO
105;2015-03-11;13:42:00.000;14:02:00.000;FALSO
106;2015-03-11;14:13:00.000;14:35:00.000;FALSO
107;2015-03-11;15:33:00.000;15:40:00.000;FALSO
108;2015-03-11;16:03:00.000;16:33:00.000;VERDADERO
109;2015-04-08;07:17:00.000;07:38:00.000;FALSO
110;2015-04-08;07:53:00.000;08:12:00.000;FALSO
111;2015-04-08;12:03:00.000;12:28:00.000;FALSO
112;2015-04-08;14:32:00.000;14:48:00.000;VERDADERO
113;2015-06-21;09:36:00.000;09:47:00.000;VERDADERO
114;2015-06-21;13:21:00.000;13:55:00.000;FALSO
115;2015-06-21;15:38:00.000;15:51:00.000;FALSO
116;2015-06-21;15:55:00.000;16:11:00.000;FALSO
117;2015-06-21;16:37:00.000;17:00:00.000;FALSO
118;2015-06-21;17:18:00.000;17:39:00.000;FALSO
119;2015-06-21;18:20:00.000;18:33:00.000;FALSO
120;2015-07-03;05:07:00.000;05:17:00.000;FALSO
121;2015-07-03;06:32:00.000;06:46:00.000;FALSO
122;2015-07-03;13:26:00.000;13:50:00.000;FALSO
123;2015-07-03;14:40:00.000;14:58:00.000;FALSO
124;2015-07-03;15:23:00.000;16:08:00.000;FALSO
125;2015-07-03;16:14:00.000;16:22:00.000;FALSO
126;2015-07-03;18:31:00.000;18:48:00.000;FALSO
127;2015-09-28;07:22:00.000;07:32:00.000;FALSO
128;2015-09-28;08:02:00.000;08:18:00.000;FALSO
129;2015-09-28;08:48:00.000;09:03:00.000;FALSO
130;2015-09-28;09:07:00.000;09:18:00.000;FALSO
131;2015-09-28;11:21:00.000;11:44:00.000;FALSO
132;2015-09-28;13:18:00.000;13:49:00.000;FALSO
133;2015-09-28;14:02:00.000;14:10:00.000;FALSO
134;2015-09-28;14:42:00.000;15:04:00.000;VERDADERO
135;2017-04-03;05:49:00.000;06:06:00.000;FALSO
136;2017-04-03;09:05:00.000;09:37:00.000;FALSO
137;2017-04-03;10:00:00.000;10:12:00.000;FALSO
138;2017-04-03;11:25:00.000;11:47:00.000;FALSO
139;2017-04-03;13:25:00.000;13:53:00.000;FALSO
140;2017-04-03;13:59:00.000;15:00:00.000;VERDADERO
141;2017-04-03;16:16:00.000;16:41:00.000;FALSO
142;2017-09-06;06:37:00.000;06:55:00.000;FALSO
143;2017-09-06;08:02:00.000;08:13:00.000;FALSO
144;2017-09-06;08:32:00.000;08:53:00.000;FALSO
145;2017-09-06;08:58:00.000;09:08:00.000;VERDADERO
146;2017-09-06;09:44:00.000;10:12:00.000;FALSO
147;2017-09-06;10:17:00.000;10:32:00.000;FALSO
148;2017-09-06;11:07:00.000;11:24:00.000;FALSO
149;2017-09-06;11:51:00.000;12:09:00.000;VERDADERO
150;2017-09-06;12:56:00.000;13:18:00.000;FALSO
151;2017-09-06;14:26:00.000;14:44:00.000;FALSO
152;2017-09-06;15:19:00.000;16:07:00.000;FALSO
153;2017-09-06;16:25:00.000;16:39:00.000;FALSO
154;2017-09-06;17:01:00.000;17:20:00.000;FALSO
155;2017-09-10;14:12:00.000;14:42:00.000;FALSO
156;2018-02-07;07:19:00.000;07:40:00.000;FALSO
